"productCode","productName","productLine","rating","buyPrice","quantityInStock","productVendor","orderDate","requiredDate","shippedDate","status","quantityOrdered","priceEach","orderLineNumber","customerName","contactLastName","contactFirstName","city","state","country","creditLimit"
"S18_3140","Moondrop CHU2 / CHU 2 / CHU II Dynamic Driver in Ear Monitor Eahone","Earphone/TWS",5,286000,3913,"Moondrop","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",22,136.59,11,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S18_3259","ADVAN Notebook Laptop Workpro Intel i5 12450H 14'' FHD IPS 8GB 512GB Win 11","Laptop",5,6899000,6450,"ADVAN","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",38,87.73,13,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S18_4522","ADVAN Laptop Notebook INTEL i3 14 inch FHD IPS 8GB+256GB WDS","Laptop",4.9,6199000,8290,"ADVAN","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",41,75.48,10,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S24_2011","Official Xiaomi Smart TV A Pro 43 UHD  4K Ultra HD Dolby Audio™ DTS-X","TV",4.9,3999000,1898,"Xiaomi","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",43,117.97,9,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S24_3151","Samsung Galaxy Tab S9 5G 8/128GB - Graphite","Tablet",5,12499000,9173,"Samsung","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",44,73.46,4,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S24_3816","itel VistaTab 30 Tablet- 4GB+128GB - 11"""" FHD+ IPS Display Screen - 7000mAh - Dual Speakers- AI Assistant with Learning Center for kid","Tablet",5,1899000,6621,"itel","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",50,75.47,1,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S700_1138","Eggel Terra 3 Mini 360 Wateroof Portable Bluetooth Speaker","Speaker BT",5,429000,1897,"Eggel","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",41,54,5,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S700_1938","Bose Smart Ultra Soundbar Dolby Atmos Wireless Bluetooth Speaker","Speaker BT",5,14099000,737,"Bose","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",29,86.61,12,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S700_2610","SOUNDTECH Bluetooth Wireless Soundbar Speaker AUX Mini Audio","Speaker BT",4.09,209000,2999,"SOUNDTECH","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",31,60.72,3,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S700_3505","Mini Speaker Bluetooth With Mic Portabel Wireless Microphone Karaoke Rumah Musik Box Set","Speaker BT",4.09,87220,1956,"Mini","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",39,92.16,6,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S700_3962","Xiaomi Redmi Mi TV Soundbar Wireless Wired Bluetooth Speaker HiFi 30W","Speaker BT",4.09,469000,5088,"Xiaomi","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",22,99.31,7,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S72_3212","HiFi Bass Cinema Level Soundbar E350M Wood Wireless Bluetooth Speaker","Speaker BT",4.06,120000,414,"HiFi","2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",25,44.77,8,"Danish Wholesale Imports","Petersen","Jytte ","Kobenhavn",,"Denmark",83400
"S18_1662","OPPO A54 Smartphone 6GB/128GB (Garansi Resmi) - Flash Promo","Smartphone",4.9,2106000,5330,"OPPO","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",36,134.04,12,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S18_2581","OPPO A78 5G 8GB/128GB Smartphone (Garansi Resmi)","Smartphone",4.8,3099000,992,"OPPO","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",34,81.1,2,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S18_3029","SHARP AQUOS SH-C06 SMARTPHONE V7 Plus 4GB/128GB - Grey","Smartphone",5,1338000,4259,"SHARP","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",41,80.86,18,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S18_3856","Advan Laptop TBOOK X TRANSFORMER 14 inch Intel N100 4GB / 128GB Free Windows 11","Laptop",4.9,2999000,2378,"Advan","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",41,94.22,17,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S24_1785","Official Xiaomi Smart TV A Pro 65 UHD  4K Ultra HD Dolby Audio™ DTS-X","TV",5,8199000,3627,"Xiaomi","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",28,107.23,4,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S24_2841","Samsung Galaxy Tab S9 FE+ 12/256GB - Gray","Tablet",5,10499000,5942,"Samsung","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",49,65.77,13,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S24_3420","Samsung Galaxy Tab S9 FE+ Wifi 8/128GB - Silver","Tablet",5,7694000,2902,"Samsung","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",31,55.89,14,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S24_3949","Aolon Jam Smartwatch Original 1.69'' Fitness Tracker Custom Wallpaper - black","Smartwatch",4.09,209000,6812,"Aolon","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",50,55.96,11,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S24_4278","Official Itel Smart Watch O11 3 Tahan Air SPO2 Telepon Bluetooth","Smartwatch",4.09,189000,2756,"Official","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",26,71,3,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S32_4289","Speaker Bluetooth JBL Original Extra Bass Dual Speaker Include Mic","Speaker BT",4.06,235500,136,"JBL","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",33,65.35,5,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S50_1341","Eggel Fit 3 Wateroof Portable Bluetooth Speaker","Speaker BT",5,199000,7062,"Eggel","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",39,35.78,6,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S700_1691","Eggel Terra 3 Plus + Wateroof Bluetooth Speaker with RGB Lights","Speaker BT",5,699000,5841,"Eggel","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",31,91.34,7,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S700_2047","Lenyes LR202 LR203 bluetooth receiver usb wireless adapter car speaker","Speaker BT",4.07,33900,3501,"Lenyes","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",30,85.09,16,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S700_2466","Eggel Fit 3 Wateroof Portable Bluetooth Speaker","Speaker BT",5,199000,9653,"Eggel","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",34,99.72,9,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S700_2834","Bose Smart Ultra Soundbar Dolby Atmos Wireless Bluetooth Speaker","Speaker BT",5,14099000,7106,"Bose","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",32,113.9,1,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S700_3167","Speaker Bluetooth Portable LENYES S105 Outdoor Wireless Extrabass Wate","Speaker BT",4.09,184900,551,"LENYES","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",44,76,8,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S700_4002","THINKPLUS K3 BLUETOOTH PORTABLE SPEAKER STEREO WIRELESS SPEAKER","Speaker BT",4.09,109000,8820,"THINKPLUS","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",48,70.33,10,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S72_1253","Family KTV K12 Portable Wireless Karaoke Speaker Bluetooth Microphone","Speaker BT",4.05,86000,4857,"Family","2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",48,43.7,15,"Rovelli Gifts","Rovelli","Giovanni ","Bergamo",,"Italy",119600
"S10_1678","OPPO A18 4GB/128GB Smartphone","Smartphone",4.9,1499000,7933,"OPPO","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",30,81.35,2,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S10_2016","SHARP AQUOS SH-C06 SMARTPHONE V7 Plus 6GB/256GB WITH NFC READY ","Smartphone",4.7,1699000,6625,"SHARP","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",39,105.86,5,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S10_4698","Samsung Galaxy S24 Ultra 5G AI Smartphone Online Exclusive","Smartphone",4.8,27999000,5582,"Samsung","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",27,172.36,4,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S12_2823","OPPO A18 4GB/128GB Smartphone (Garansi Resmi)","Smartphone",4.9,1499000,9997,"OPPO","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",21,122,1,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S18_2625","Infinix Hot 40 Pro 8/128 8/256 12/256 RAM 8 12 ROM 128 256 Magic Ring Smartphone","Smartphone",5,1847000,4357,"Infinix","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",29,52.7,6,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S24_1578","Official Xiaomi Google TV A Pro 55 2025  Layar QLED 4K  Dolby Audio","TV",4.9,6499000,7003,"Xiaomi","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",25,96.92,3,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S24_2000","Xiaomi Official Mi TV Stick Android 9","TV",5,599000,15,"Xiaomi","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",38,73.12,7,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S32_1374","Eggel Tempo 4 Active Amoled Smartwatch / Smart Watch / Smartband","Smartwatch",4.09,359000,178,"Eggel","2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",20,88.9,8,"Land of Toys Inc.","Lee","Kwai","NYC","NY","USA",114900
"S12_1099","SHARP AQUOS SH-C06 SMARTPHONE V7 Plus 6GB/256GB WITH NFC READY ","Smartphone",4.7,1699000,68,"SHARP","2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",33,165.38,6,"Cruz & Sons Co.","Cruz","Arnold","Makati City",,"Philippines",81500
"S12_3380","ADVAN smartphone NASA PRO 2GB/32GB Android 11 - Biru","Smartphone",4.9,649000,9123,"ADVAN","2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",45,96.3,4,"Cruz & Sons Co.","Cruz","Arnold","Makati City",,"Philippines",81500
"S12_3990","Infinix Note 40 Note 40S 4G 8/256 RAM 8GB ROM 256GB 8 256 GB Smartphone - Note40s Black, Device Only","Smartphone",4.9,2659000,5663,"Infinix","2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",39,75.81,7,"Cruz & Sons Co.","Cruz","Arnold","Makati City",,"Philippines",81500
"S12_4675","Samsung Galaxy S23 [8/256], Smartphone AI, AI Phone, Handphone AI, 50MP Nightography Camera & Snapdragon 8 Gen 2 (4nm), HP flagship Samsung, Android","Smartphone",4.9,9990500,7323,"Samsung","2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",36,107.1,3,"Cruz & Sons Co.","Cruz","Arnold","Makati City",,"Philippines",81500
